,timestamp_from_machine,SER,TS,TS_R,PRES,HR,HR_DM,RR,RR_DM,ACT,ACT_DM,FW,END
0,1544883354.9107194,002020,1544883353,1090,0,0,0,0.0,0,0,0,t120,1
1,1544883355.9544108,002020,1544883355,1092,0,0,0,0.0,0,0,0,t120,1
2,1544883356.9976447,002020,1544883356,1093,0,0,0,0.0,0,0,0,t120,1
3,1544883358.0420778,002020,1544883357,1094,0,0,0,0.0,0,0,0,t120,1
