,timestamp_from_machine,SER,TS,TS_R,PRES,HR,HR_DM,RR,RR_DM,ACT,ACT_DM,FW,END
0,1544501166.2403738,002020,1544501140,75987,0,0,0,0.0,0,0,0,t120,1
1,1544501167.2820225,002020,1544501141,75988,0,0,0,0.0,0,0,0,t120,1
